pile_lng,pile_lat,id,date,status
143.5017982,-34.785500899999995,K-90-10,2019-06-04T00:00:00.0000000,2-frame
143.5017982,-34.785500899999995,K-90-10,2019-06-05T00:00:00.0000000,3-module
143.5018004,-34.785573799999995,K-90-09,2019-04-17T00:00:00.0000000,1-pile
143.5018004,-34.785573799999995,K-90-09,2019-06-04T00:00:00.0000000,2-frame
143.5018004,-34.785573799999995,K-90-09,2019-06-05T00:00:00.0000000,3-module
143.5018023,-34.7856373,K-90-08,2019-04-16T00:00:00.0000000,1-pile
143.5018023,-34.7856373,K-90-08,2019-06-04T00:00:00.0000000,2-frame
143.5018023,-34.7856373,K-90-08,2019-06-05T00:00:00.0000000,3-module
143.5018045,-34.78571029999999,K-90-07,2019-04-16T00:00:00.0000000,1-pile
143.5018045,-34.78571029999999,K-90-07,2019-06-04T00:00:00.0000000,2-frame
143.5018045,-34.78571029999999,K-90-07,2019-06-05T00:00:00.0000000,3-module
143.50180680000003,-34.785786,K-90-06,2019-04-16T00:00:00.0000000,1-pile
143.50180680000003,-34.785786,K-90-06,2019-06-04T00:00:00.0000000,2-frame
143.50180680000003,-34.785786,K-90-06,2019-06-05T00:00:00.0000000,3-module
143.501809,-34.7858589,K-90-05,2019-04-16T00:00:00.0000000,1-pile
143.501809,-34.7858589,K-90-05,2019-06-04T00:00:00.0000000,2-frame
143.501809,-34.7858589,K-90-05,2019-06-05T00:00:00.0000000,3-module
143.501811,-34.7859225,K-90-04,2019-04-16T00:00:00.0000000,1-pile
143.501811,-34.7859225,K-90-04,2019-06-04T00:00:00.0000000,2-frame
143.501811,-34.7859225,K-90-04,2019-06-05T00:00:00.0000000,3-module
143.5018132,-34.7859954,K-90-03,2019-04-16T00:00:00.0000000,1-pile
